,Module,Alpha,Letter,Num,IdeoPos,Incumbent,Alliances,Region,Round2
809,4,GRC_2012,A,1,,-1,NA,,
810,4,GRC_2012,B,2,,-1,NA,,
811,4,GRC_2012,C,3,,-1,NA,,
812,4,GRC_2012,D,4,,-1,NA,,
813,4,GRC_2012,E,5,,-1,NA,,
814,4,GRC_2012,F,6,,-1,NA,,
815,4,GRC_2012,G,7,,-1,NA,,
816,4,GRC_2015,A,1,,-1,NA,,
817,4,GRC_2015,B,2,,1,NA,,
818,4,GRC_2015,C,3,,-1,NA,,
819,4,GRC_2015,D,4,,-1,NA,,
820,4,GRC_2015,E,5,,-1,NA,,
821,4,GRC_2015,F,6,,-1,NA,,
822,4,GRC_2015,G,7,,1,NA,,
823,4,ISL_2013,A,1,,-1,NA,,
824,4,ISL_2013,B,2,,-1,NA,,
825,4,ISL_2013,C,3,,1,NA,,
826,4,ISL_2013,D,4,,1,NA,,
827,4,ISL_2013,E,5,,-1,NA,,
828,4,ISL_2013,F,6,,-1,NA,,
829,4,IRL_2011,A,1,,-1,NA,,
830,4,IRL_2011,B,2,,-1,NA,,
831,4,IRL_2011,C,3,,1,NA,,
832,4,IRL_2011,D,4,,-1,NA,,
833,4,IRL_2011,E,5,,-1,1,,
834,4,IRL_2011,F,6,,1,NA,,
835,4,IRL_2011,NA,7,,-1,1,,
836,4,IRL_2011,NA,9,,-1,1,,
837,4,ISR_2013,A,1,,1,NA,,
838,4,ISR_2013,B,2,,-1,NA,,
839,4,ISR_2013,C,3,,-1,NA,,
840,4,ISR_2013,D,4,,1,NA,,
841,4,ISR_2013,E,5,,1,NA,,
842,4,ISR_2013,F,6,,1,NA,,
843,4,ISR_2013,G,7,,-1,NA,,
844,4,ISR_2013,H,8,,-1,NA,,
845,4,ISR_2013,I,9,,-1,NA,,
846,4,JPN_2013,A,1,,1,NA,,
847,4,JPN_2013,B,2,,-1,NA,,
848,4,JPN_2013,C,3,,-1,NA,,
849,4,JPN_2013,D,4,,-1,NA,,
850,4,JPN_2013,E,5,,-1,NA,,
851,4,JPN_2013,F,6,,1,NA,,
852,4,JPN_2013,G,7,,-1,NA,,
853,4,JPN_2013,H,9,,-1,NA,,
854,4,JPN_2013,I,10,,-1,NA,,
855,4,KEN_2013,A,1,,-1,1,,
856,4,KEN_2013,B,2,,1,2,,
857,4,KEN_2013,C,3,,-1,1,,
858,4,KEN_2013,D,4,,1,2,,
859,4,KEN_2013,E,5,,-1,3,,
860,4,KEN_2013,F,6,,-1,2,,
861,4,KEN_2013,G,7,,-1,NA,,
862,4,KEN_2013,H,8,,-1,NA,,
863,4,KEN_2013,I,9,,1,3,,
864,4,KEN_2013,NA,17,,-1,1,,
865,4,KEN_2013,NA,10,,-1,2,,
866,4,KEN_2013,NA,23,,-1,2,,
867,4,KEN_2013,NA,18,,-1,2,,
868,4,KEN_2013,NA,32,,-1,2,,
869,4,KEN_2013,NA,21,,-1,2,,
870,4,KEN_2013,NA,33,,-1,2,,
871,4,KEN_2013,NA,35,,-1,2,,
872,4,KEN_2013,NA,11,,-1,3,,
873,4,KEN_2013,NA,44,,-1,1,,
874,4,KEN_2013,NA,42,,-1,2,,
875,4,KEN_2013,NA,41,,-1,3,,
876,4,LVA_2011,A,1,,-1,NA,,
877,4,LVA_2011,B,2,,-1,NA,,
878,4,LVA_2011,C,3,,1,NA,,
879,4,LVA_2011,D,4,,-1,NA,,
880,4,LVA_2011,E,5,,1,NA,,
881,4,LVA_2011,F,6,,-1,NA,,
882,4,LVA_2011,G,7,,-1,NA,,
883,4,LVA_2014,A,1,,-1,NA,,
884,4,LVA_2014,B,2,,1,NA,,
885,4,LVA_2014,C,3,,1,NA,,
886,4,LVA_2014,D,4,,1,NA,,
887,4,LVA_2014,E,5,,-1,NA,,
888,4,LVA_2014,F,6,,-1,NA,,
889,4,MEX_2012,A,1,,-1,1,,
890,4,MEX_2012,B,2,,1,NA,,
891,4,MEX_2012,C,3,,-1,2,,
892,4,MEX_2012,D,4,,-1,1,,
893,4,MEX_2012,E,5,,-1,2,,
894,4,MEX_2012,F,6,,-1,2,,
895,4,MEX_2012,G,7,,-1,NA,,
896,4,MNE_2012,F,2,,-1,NA,,
897,4,MNE_2012,I,3,,-1,NA,,
898,4,MNE_2012,D,4,,-1,NA,,
899,4,MNE_2012,C,5,,-1,NA,,
900,4,MNE_2012,H,7,,-1,NA,,
901,4,MNE_2012,B,8,,-1,1,,
902,4,MNE_2012,G,9,,-1,NA,,
903,4,MNE_2012,E,10,,1,NA,,
904,4,MNE_2012,A,11,,1,2,,
905,4,MNE_2012,NA,15,,-1,1,,
906,4,MNE_2012,NA,14,,-1,1,,
907,4,MNE_2012,NA,26,,-1,2,,
908,4,NZL_2011,B,1,,-1,NA,,
909,4,NZL_2011,A,2,,1,NA,,
910,4,NZL_2011,C,3,,-1,NA,,
911,4,NZL_2011,D,4,,-1,NA,,
912,4,NZL_2011,H,5,,-1,NA,,
913,4,NZL_2011,I,6,,-1,NA,,
914,4,NZL_2011,F,7,,-1,NA,,
915,4,NZL_2011,E,8,,-1,NA,,
916,4,NZL_2011,G,9,,-1,NA,,
917,4,NZL_2014,A,1,,1,NA,,
918,4,NZL_2014,B,2,,-1,NA,,
919,4,NZL_2014,C,3,,-1,NA,,
920,4,NZL_2014,D,4,,-1,NA,,
921,4,NZL_2014,E,5,,-1,NA,,
922,4,NZL_2014,F,6,,-1,NA,,
923,4,NZL_2014,G,7,,-1,NA,,
924,4,NZL_2014,H,8,,-1,NA,,
925,4,NZL_2014,I,9,,-1,NA,,
926,4,NOR_2013,A,1,,1,NA,,
927,4,NOR_2013,B,2,,-1,NA,,
928,4,NOR_2013,C,3,,-1,NA,,
929,4,NOR_2013,D,4,,-1,NA,,
930,4,NOR_2013,E,5,,1,NA,,
931,4,NOR_2013,F,6,,-1,NA,,
932,4,NOR_2013,G,7,,1,NA,,
933,4,NOR_2013,H,8,,-1,NA,,
934,4,NOR_2013,I,9,,-1,NA,,
935,4,PER_2016,A,1,,-1,NA,,
936,4,PER_2016,B,2,,-1,NA,,
937,4,PER_2016,C,3,,-1,NA,,
938,4,PER_2016,D,4,,-1,NA,,
939,4,PER_2016,E,5,,-1,NA,,
940,4,PER_2016,F,6,,-1,NA,,
941,4,PER_2016,G,7,,-1,NA,,
942,4,PER_2016,H,8,,-1,NA,,
943,4,PER_2016,I,9,,-1,NA,,
944,4,PHL_2016,A,1,,1,NA,,
945,4,PHL_2016,B,2,,-1,NA,,
946,4,PHL_2016,C,3,,-1,NA,,
947,4,PHL_2016,D,4,,-1,NA,,
948,4,PHL_2016,E,5,,-1,NA,,
949,4,PHL_2016,F,6,,-1,NA,,
950,4,PHL_2016,G,7,,-1,NA,,
951,4,PHL_2016,H,8,,-1,NA,,
952,4,PHL_2016,I,9,,-1,NA,,
953,4,POL_2011,A,1,,1,NA,,
954,4,POL_2011,B,2,,-1,NA,,
955,4,POL_2011,C,3,,-1,NA,,
956,4,POL_2011,D,4,,1,NA,,
957,4,POL_2011,E,5,,-1,NA,,
958,4,POL_2011,F,6,,-1,NA,,
959,4,POL_2011,G,7,,-1,NA,,
960,4,POL_2011,H,9,,-1,NA,,
961,4,PRT_2015,A,1,,1,1,,
962,4,PRT_2015,B,2,,-1,NA,,
963,4,PRT_2015,C,3,,-1,NA,,
964,4,PRT_2015,D,4,,-1,2,,
965,4,PRT_2015,E,5,,1,NA,,
966,4,PRT_2015,F,6,,-1,NA,,
967,4,PRT_2015,G,7,,1,NA,,
968,4,PRT_2015,H,8,,-1,1,,
969,4,PRT_2015,NA,10,,-1,2,,
970,4,PRT_2015,NA,9,,-1,2,,
971,4,ROU_2012,A,1,,1,1,,
972,4,ROU_2012,B,2,,-1,2,,
973,4,ROU_2012,C,3,,-1,NA,,
974,4,ROU_2012,D,4,,-1,NA,,
975,4,ROU_2012,E,5,,-1,NA,,
976,4,ROU_2012,G,6,,1,1,,
977,4,ROU_2012,H,7,,1,1,,
978,4,ROU_2012,I,8,,-1,2,,
979,4,ROU_2012,NA,13,,-1,1,,
980,4,ROU_2012,NA,14,,-1,1,,
981,4,ROU_2012,NA,10,,-1,2,,
982,4,ROU_2012,NA,9,,-1,2,,
983,4,ROU_2014,A,1,,1,1,,1
984,4,ROU_2014,B,2,,-1,2,,1
985,4,ROU_2014,C,3,,-1,NA,,
986,4,ROU_2014,D,4,,-1,NA,,
987,4,ROU_2014,E,5,,-1,NA,,
988,4,ROU_2014,F,6,,1,NA,,
989,4,ROU_2014,NA,14,,-1,2,,
990,4,ROU_2014,NA,15,,-1,2,,
991,4,ROU_2014,NA,13,,-1,1,,
992,4,ROU_2014,NA,12,,-1,1,,
993,4,SRB_2012,A,1,,-1,NA,,1
994,4,SRB_2012,B,2,,1,1,,1
995,4,SRB_2012,C,3,,1,3,,
996,4,SRB_2012,D,4,,-1,NA,,
997,4,SRB_2012,E,5,,-1,2,,
998,4,SRB_2012,F,6,,1,NA,,
999,4,SRB_2012,G,7,,-1,NA,,
1000,4,SRB_2012,H,8,,-1,NA,,
1001,4,SRB_2012,NA,16,,-1,1,,
1002,4,SRB_2012,NA,17,,-1,2,,
1003,4,SRB_2012,NA,18,,-1,3,,
1004,4,SRB_2012,NA,15,,-1,3,,
1005,4,SVK_2016,A,1,,1,NA,,
1006,4,SVK_2016,B,2,,-1,NA,,
1007,4,SVK_2016,C,3,,-1,NA,,
1008,4,SVK_2016,D,4,,-1,NA,,
1009,4,SVK_2016,E,5,,-1,NA,,
1010,4,SVK_2016,F,6,,-1,NA,,
1011,4,SVK_2016,G,7,,-1,NA,,
1012,4,SVK_2016,H,8,,-1,NA,,
1013,4,SVK_2016,I,9,,-1,NA,,
1014,4,SVN_2011,A,1,,-1,NA,,
1015,4,SVN_2011,B,2,,-1,NA,,
1016,4,SVN_2011,C,3,,1,NA,,
1017,4,SVN_2011,D,4,,-1,NA,,
1018,4,SVN_2011,E,5,,-1,NA,,
1019,4,SVN_2011,F,6,,-1,NA,,
1020,4,SVN_2011,G,7,,-1,NA,,
1021,4,SVN_2011,H,8,,-1,NA,,
1022,4,ZAF_2014,A,1,,1,NA,,
1023,4,ZAF_2014,B,2,,-1,NA,,
1024,4,ZAF_2014,C,3,,-1,NA,,
1025,4,ZAF_2014,D,4,,-1,NA,,
1026,4,ZAF_2014,E,5,,-1,NA,,
1027,4,ZAF_2014,F,6,,-1,NA,,
1028,4,ZAF_2014,G,7,,-1,NA,,
1029,4,ZAF_2014,H,8,,-1,NA,,
1030,4,ZAF_2014,I,9,,-1,NA,,
1031,4,KOR_2012,A,1,,1,NA,,
1032,4,KOR_2012,B,2,,-1,NA,,
1033,4,KOR_2012,C,3,,-1,NA,,
1034,4,KOR_2012,D,4,,-1,NA,,
1035,4,KOR_2012,F,5,,-1,NA,,
1036,4,SWE_2014,F,1,,-1,NA,,
1037,4,SWE_2014,A,2,,-1,NA,,
1038,4,SWE_2014,E,3,,1,NA,,
1039,4,SWE_2014,G,4,,1,NA,,
1040,4,SWE_2014,B,5,,1,NA,,
1041,4,SWE_2014,H,6,,1,NA,,
1042,4,SWE_2014,D,7,,-1,NA,,
1043,4,SWE_2014,C,8,,-1,NA,,
1044,4,SWE_2014,I,9,,-1,NA,,
1045,4,CHE_2011,C,1,,1,NA,,
1046,4,CHE_2011,D,2,,1,NA,,
1047,4,CHE_2011,B,3,,1,NA,,
1048,4,CHE_2011,A,4,,1,NA,,
1049,4,CHE_2011,G,9,,1,NA,,
1050,4,CHE_2011,F,10,,-1,NA,,
1051,4,CHE_2011,E,11,,-1,NA,,
1052,4,TWN_2012,A,1,,1,NA,,
1053,4,TWN_2012,B,2,,1,NA,,
1054,4,TWN_2012,C,3,,-1,NA,,
1055,4,TWN_2012,D,5,,-1,NA,,
1056,4,THA_2011,B,1,,1,NA,,
1057,4,THA_2011,A,2,,-1,NA,,
1058,4,THA_2011,F,3,,-1,NA,,
1059,4,THA_2011,E,4,,1,NA,,
1060,4,THA_2011,C,6,,1,NA,,
1061,4,THA_2011,H,8,,-1,NA,,
1062,4,THA_2011,G,9,,-1,NA,,
1063,4,THA_2011,D,10,,-1,NA,,
1064,4,THA_2011,I,12,,-1,NA,,
1065,4,TUR_2015,A,1,,1,NA,,
1066,4,TUR_2015,B,2,,-1,NA,,
1067,4,TUR_2015,C,3,,-1,NA,,
1068,4,TUR_2015,D,4,,-1,NA,,
1069,4,TUR_2015,E,5,,-1,NA,,
1070,4,TUR_2015,F,6,,-1,NA,,
1071,4,USA_2012,A,1,,1,NA,,
1072,4,USA_2012,B,2,,-1,NA,,
1073,5,AUT_2017,A,40001,,1,NA,,
1074,5,AUT_2017,B,40002,,1,NA,,
1075,5,AUT_2017,C,40003,,-1,NA,,
1076,5,AUT_2017,D,40004,,-1,NA,,
1077,5,AUT_2017,E,40005,,-1,NA,,
1078,5,AUT_2017,F,40006,,-1,NA,,
1079,5,CHL_2017,A,152001,,-1,NA,,1
1080,5,CHL_2017,B,152002,,-1,NA,,
1081,5,CHL_2017,C,152003,,1,NA,,
1082,5,CHL_2017,D,152004,,1,NA,,1
1083,5,CHL_2017,E,152005,,1,NA,,
1084,5,CHL_2017,F,152006,,-1,NA,,
1085,5,CHL_2017,G,152007,,1,NA,,
1086,5,CHL_2017,H,152008,,-1,NA,,
1087,5,CHL_2017,I,152009,,1,NA,,
1088,5,CHL_2017,NA,152030,,-1,NA,,
1089,5,CHL_2017,NA,152032,,-1,NA,,
1090,5,CHL_2017,NA,152033,,-1,NA,,
1091,5,CHL_2017,NA,152031,,-1,NA,,
1092,5,CHL_2017,NA,152019,,-1,NA,,
1093,5,CHL_2017,NA,152012,,-1,NA,,
1094,5,CHL_2017,NA,152010,,-1,NA,,
1095,5,CHL_2017,NA,152018,,-1,NA,,
1096,5,CHL_2017,NA,152023,,-1,NA,,
1097,5,CHL_2017,NA,152024,,-1,NA,,
1098,5,DEU_2017,A,276001,,1,NA,,
1099,5,DEU_2017,B,276002,,1,NA,,
1100,5,DEU_2017,C,276003,,-1,NA,,
1101,5,DEU_2017,D,276004,,-1,NA,,
1102,5,DEU_2017,E,276005,,-1,NA,,
1103,5,DEU_2017,F,276006,,-1,NA,,
1104,5,DEU_2017,G,276007,,1,NA,,
1105,5,DEU_2017,H,276008,,-1,NA,,
1106,5,GRC_2015,A,300001,,-1,NA,,
1107,5,GRC_2015,B,300002,,1,NA,,
1108,5,GRC_2015,C,300003,,-1,NA,,
1109,5,GRC_2015,D,300004,,-1,NA,,
1110,5,GRC_2015,E,300005,,-1,NA,,
1111,5,GRC_2015,F,300006,,-1,NA,,
1112,5,GRC_2015,G,300007,,1,NA,,
1113,5,GRC_2015,NA,300016,,-1,NA,,
1114,5,GRC_2015,NA,300017,,-1,NA,,
1115,5,GRC_2015,H,300008,,-1,NA,,
1116,5,HUN_2018,A,348001,,1,NA,,
1117,5,HUN_2018,B,348002,,-1,NA,,
1118,5,HUN_2018,C,348003,,-1,NA,,
1119,5,HUN_2018,D,348004,,-1,NA,,
1120,5,HUN_2018,E,348005,,-1,NA,,
1121,5,HUN_2018,F,348006,,-1,NA,,
1122,5,HUN_2018,G,348007,,-1,NA,,
1123,5,HUN_2018,H,348008,,-1,NA,,
1124,5,IRL_2016,A,372001,,1,NA,,
1125,5,IRL_2016,B,372002,,-1,NA,,
1126,5,IRL_2016,C,372003,,-1,NA,,
1127,5,IRL_2016,D,372004,,1,NA,,
1128,5,IRL_2016,E,372005,,-1,NA,,
1129,5,IRL_2016,F,372006,,-1,NA,,
1130,5,IRL_2016,G,372007,,-1,NA,,
1131,5,IRL_2016,H,372008,,-1,NA,,
1132,5,IRL_2016,NA,372011,,-1,NA,,
1133,5,IRL_2016,NA,372012,,-1,NA,,
1134,5,ITA_2018,A,380001,,-1,NA,,
1135,5,ITA_2018,B,380002,,1,2,,
1136,5,ITA_2018,C,380003,,-1,1,,
1137,5,ITA_2018,D,380004,,-1,1,,
1138,5,ITA_2018,E,380005,,-1,1,,
1139,5,ITA_2018,F,380006,,-1,NA,,
1140,5,ITA_2018,G,380008,,-1,1,,
1141,5,ITA_2018,NA,380007,,-1,2,,
1142,5,ITA_2018,NA,380010,,-1,NA,,
1143,5,ITA_2018,NA,380011,,-1,NA,,
1144,5,LTU_2016,A,440001,,-1,NA,,
1145,5,LTU_2016,B,440002,,-1,NA,,
1146,5,LTU_2016,C,440003,,1,NA,,
1147,5,LTU_2016,D,440004,,-1,NA,,
1148,5,LTU_2016,E,440005,,-1,NA,,
1149,5,LTU_2016,F,440006,,-1,NA,,
1150,5,LTU_2016,G,440007,,1,NA,,
1151,5,LTU_2016,H,440008,,1,NA,,
1152,5,MNE_2016,A,499001,,1,NA,,
1153,5,MNE_2016,B,499002,,-1,NA,,
1154,5,MNE_2016,C,499003,,1,2,,
1155,5,MNE_2016,D,499004,,-1,NA,,
1156,5,MNE_2016,E,499005,,1,NA,,
1157,5,MNE_2016,F,499006,,1,NA,,
1158,5,MNE_2016,G,499007,,1,NA,,
1159,5,MNE_2016,H,499008,,-1,1,,
1160,5,MNE_2016,I,499009,,1,NA,,
1161,5,MNE_2016,NA,499018,,-1,2,,
1162,5,MNE_2016,NA,499019,,-1,2,,
1163,5,MNE_2016,NA,499020,,-1,2,,
1164,5,MNE_2016,NA,499021,,-1,1,,
1165,5,MNE_2016,NA,499022,,-1,1,,
1166,5,MNE_2016,NA,499023,,-1,1,,
1167,5,KOR_2016,A,410001,,1,NA,,
1168,5,KOR_2016,B,410002,,-1,NA,,
1169,5,KOR_2016,C,410003,,-1,NA,,
1170,5,KOR_2016,D,410004,,-1,NA,,
1171,5,TWN_2016,A,158001,,-1,NA,,
1172,5,TWN_2016,B,158002,,1,NA,,
1173,5,TWN_2016,C,158003,,-1,NA,,
1174,5,TWN_2016,D,158004,,-1,1,,
1175,5,TWN_2016,E,158005,,-1,NA,,
1176,5,TWN_2016,F,158006,,-1,NA,,
1177,5,TWN_2016,G,158007,,-1,NA,,
1178,5,TWN_2016,NA,158021,,-1,1,,
1179,5,USA_2016,A,840001,,1,NA,,
1180,5,USA_2016,B,840002,,-1,NA,,
1181,5,USA_2016,C,840003,,-1,NA,,
1182,5,USA_2016,D,840004,,-1,NA,,